"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Synchronized position detection using two CCD cameras with one frame grabber for the 3D navigator","Dong-Ik Shin; Soo-Jin Huh","Department of Biomedical Engineering Asan Medical Center, University of Ulsan College of Medicine, Seoul, South Korea; Department of Biomedical Engineering Asan Medical Center, University of Ulsan College of Medicine, Seoul, South Korea","Proceedings KORUS 2000. The 4th Korea-Russia International Symposium On Science and Technology","6 Aug 2002","2000","1","","233","236","Recently, CAS (computer assisted surgery) has been used widely in the field of brain and spine surgery. In the CAS system, the real 3-D position of the surgical probe is overlapped with the patient's pre-acquired 3-D image. This 3-D position detector is called a 3-D navigator and there are several techniques to detect the real 3-D position of the probe. In this research, the authors propose a new method using two camera system with one image grabber. Using this new method, simultaneous capture of a stereo image is possible by one frame grabber. So the authors can minimize errors due to time lag between images and further reduce costs. Left and right LEDs can be separated by a simple color processing algorithm on a PC. The authors are planning to separate three LEDs by applying further color information to each LED. This will offer faster calculation of the 3-D positions of the LEDs. And another approach which can eliminate the control line between system and probe is progressed. This cordless probe will provide convenience in surgical work.","","0-7803-6486-4","10.1109/KORUS.2000.865958","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=865958","","Charge coupled devices;Charge-coupled image sensors;Surgery;Probes;Light emitting diodes;Content addressable storage;Color;Detectors;Navigation;Cameras","CCD image sensors;cameras;navigation;surgery;medical image processing;position measurement;light emitting diodes;brain;microcomputer applications","CCD cameras;frame grabber;3D navigator;synchronized position detection;computer assisted surgery;spine surgery;color information;control line;cordless probe;time lag errors minimization;simple color processing algorithm;3-D navigator","","1","","2","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Intraoperative Localization of STN During DBS Surgery Using a Data-Driven Model","M. Khosravi; S. F. Atashzar; G. Gilmore; M. S. Jog; R. V. Patel","Canadian Surgical Technologies and Advanced Robotics (CSTAR), Lawson Health Research Institute, London, Canada; NYU WIRELESS, Tandon School of Engineering, New York University, New York, USA; School of Biomedical Engineering, University of Western Ontario, London, Canada; London Health Sciences Centre, London, Canada; Department of Clinical Neurosciences, University of Western Ontario, London, Canada","IEEE Journal of Translational Engineering in Health and Medicine","9 Apr 2020","2020","8","","1","9","A new approach is presented for localizing the Subthalamic Nucleus (STN) during Deep Brain Stimulation (DBS) surgery based on microelectrode recordings (MERs). DBS is an accepted treatment for individuals living with Parkinson's Disease (PD). This surgery involves implantation of a permanent electrode inside the STN to deliver electrical current. Since the STN is a very small region inside the brain, accurate placement of an electrode is a challenging task for the surgical team. Prior to placement of the permanent electrode, microelectrode recordings of brain activity are used intraoperatively to localize the STN. The placement of the electrode and the success of the therapy depend on this location. In this paper, an objective approach is implemented to help the surgical team in localizing the STN. This is achieved by processing the MER signals and extracting features during the surgery to be used in a Machine Learning (ML) algorithm for defining the neurophysiological borders of the STN. For this purpose, a new classification approach is proposed with the goal of detecting both the dorsal and the ventral borders of the STN during the surgical procedure. Results collected from 100 PD patients in this study, show that by calculating and extracting wavelet transformation features from MER signals and using a data-driven computational deep neural network model, it is possible to detect the borders of the STN with an accuracy of 92%. The proposed method can be implemented in real-time during the surgery to model the neurophysiological nonlinearity along the path of the electrode trajectory during insertion.","2168-2372","","10.1109/JTEHM.2020.2969152","Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN 1345); AGE-WELL(grant numbers:AW CRP 2015-WP5.3); Canada Research Chairs; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8976150","Deep brain stimulation;deep neural network;intraoperative localization of STN;Parkinson’s disease","Surgery;Feature extraction;Satellite broadcasting;Microelectrodes;Machine learning algorithms;Wavelet transforms","bioelectric phenomena;biomedical electrodes;brain;diseases;feature extraction;learning (artificial intelligence);medical signal processing;microelectrodes;neural nets;neurophysiology;surgery;wavelet transforms","wavelet transformation feature extraction;neurophysiological borders;machine learning algorithm;MER signal;electrical current;Parkinson disease;microelectrode recording;subthalamic nucleus;data-driven model;intraoperative localization;data-driven computational deep neural network model;surgical team;permanent electrode;microelectrode recordings;deep brain stimulation surgery;DBS surgery;STN","","11","","23","CCBY","30 Jan 2020","","","IEEE","IEEE Journals"
"Accurate registration of various medical imaging modalities: an application to PET and MRI for anatomical localization and kinetic modelling","L. M. Bidaut","Hôpital Erasme, PET Scan/Cyclotron, Université Libre de Bruxelles, Brussels, Belgium","[1991 Proceedings] 6th Mediterranean Electrotechnical Conference","6 Aug 2002","1991","","","1233","1237 vol.2","In order to help in analyzing PET data and to take advantage of their metabolic content, a system was designed and implemented to align and process data from various medical imaging modalities, particularly (but not only) for brain studies. Although this system is most frequently used for anatomical localization, multimodality ROIs, and pharmaco-kinetic modeling, more multimodality protocols will be implemented in the future. They will be used not only to help in PET reconstruction data correction, and semiautomated ROI definition, but also to help improve diagnostic accuracy along with surgery and therapy planning.<>","","0-87942-655-1","10.1109/MELCON.1991.162064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=162064","","Biomedical imaging;Positron emission tomography;Magnetic resonance imaging;Head;Anatomy;Skull;Image edge detection;Kinetic theory;Brain modeling;Cyclotrons","biomedical NMR;computerised tomography;radioisotope scanning and imaging","data processing;MRI;alignment system;data analysis;image registration;medical imaging;metabolic content;brain studies;anatomical localization;pharmaco-kinetic modeling;multimodality protocols;PET reconstruction data correction;semiautomated ROI definition;diagnostic accuracy;surgery;therapy planning","","1","5","20","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"An Intraoperative Beta Probe Dedicated to Glioma Surgery: Design and Feasibility Study","S. Bonzom; L. Menard; S. Pitre; M. A. Duval; R. Siebert; S. Palfi; L. Pinot; F. Lefebvre; Y. Charon","Laboratoire Imagerie et Modélisation en Neurobiologie et Cancérologie (UMR 8165), Orsay, France; Laboratoire Imagerie et Modélisation en Neurobiologie et Cancérologie (UMR 8165), Orsay, France; Laboratoire Imagerie et Modélisation en Neurobiologie et Cancérologie (UMR 8165), Orsay, France; Laboratoire Imagerie et Modélisation en Neurobiologie et Cancérologie (UMR 8165), Orsay, France; Laboratoire Imagerie et Modélisation en Neurobiologie et Cancérologie (UMR 8165), Orsay, France; Service de Neurochirurgie, CHU, Creteil, France; Laboratoire Imagerie et Modélisation en Neurobiologie et Cancérologie (UMR 8165), Orsay, France; Laboratoire Imagerie et Modélisation en Neurobiologie et Cancérologie (UMR 8165), Orsay, France; Laboratoire Imagerie et Modélisation en Neurobiologie et Cancérologie (UMR 8165), Orsay, France","IEEE Transactions on Nuclear Science","12 Feb 2007","2007","54","1","30","41","Surgery is considered as the primary therapeutic procedure for gliomas and several recent clinical studies have shown that total tumor resection is directly associated with longer survival when compared to subtotal resection. In order to refine the resection in the boundaries of gliomas, we are developing an intraoperative probe specifically dedicated to the localization of residual tumor labeled with positron emitters. The probe is designed to be compact and electrically safe in order to be directly coupled to the excision tool leading to simultaneous detection and removal of tumor tissues. It is built with clear and plastic scintillating fibers held in a closed packed annular arrangement ensheathing the excision tool. The annihilation gamma ray background is eliminated by a real-time subtraction method. Validation of the technical choice and optimization of the probe geometry were performed by preliminary measurements and Monte Carlo simulations based on the MCNP-4C code and an anthropomorphic brain phantom. The theoretical probe sensitivity was found to be 82 cps/muCi/ml with a gamma ray rejection efficiency of 99.6%. The expected minimum radiotracer detectable concentration for tumors labeled with 18 F-FET was 0.10 muCi/ml. When compared to the 0.29 muCi/ml average concentration in the bulk of the tumor, this result demonstrate the potential ability of the probe to define more accurately the extent of brain tumor resection","1558-1578","","10.1109/TNS.2006.885574","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4089142","Beta probe;fiber optics;glioma;radio-guided surgery","Probes;Neoplasms;Optical imaging;Ultrasonic imaging;Oncological surgery;Cancer;Positrons;Plastics;Geometry;Performance evaluation","brain;cancer;Monte Carlo methods;neurophysiology;phantoms;radiation therapy;surgery;tumours","intraoperative beta probe;glioma surgery;tumor resection;positron emitter;plastic scintillating fiber;Monte Carlo simulation;MCNP-4C code;anthropomorphic brain phantom;gamma ray rejection efficiency;radiotracer;radio-guided surgery","","18","1","38","IEEE","12 Feb 2007","","","IEEE","IEEE Journals"
"All-fiber laser source for CARS-microscopy","T. Gottschall; M. Baumgartl; M. Chemnitz; J. Abreu-Afonso; T. Meyer; B. Dietzek; J. Popp; J. Limpert; A. Tünnermann","Friedrich-Schiller-Universität Jena, Abbe Center of Photonics, Jena, Germany; Friedrich-Schiller-Universität Jena, Abbe Center of Photonics, Jena, Germany; Friedrich-Schiller-Universität Jena, Abbe Center of Photonics, Jena, Germany; Departmento de Física Aplicada, Universidad de Valencia, Burjassot, Spain; Institut für Photonische Technologien Jena (IPHT) e. V., Jena, Germany; Institut für Photonische Technologien Jena (IPHT) e. V., Jena, Germany; Institut für Photonische Technologien Jena (IPHT) e. V., Jena, Germany; Friedrich-Schiller-Universität Jena, Abbe Center of Photonics, Jena, Germany; Friedrich-Schiller-Universität Jena, Abbe Center of Photonics, Jena, Germany","2013 Conference on Lasers & Electro-Optics Europe & International Quantum Electronics Conference CLEO EUROPE/IQEC","21 Apr 2014","2013","","","1","1","Summary form only given. CARS microscopy is a highly desirable tool to provide real-time information e.g. in brain-cancer surgery [1] due to its label-free chemical imaging capabilities of living tissue. Still a widespread use in real-world applications has not been achieved due to the lack of suitable laser sources. Today widely used CARS laser sources based on Ti:Sapphire and parametric frequency conversion in bulk crystals are expensive and large while their operation requires technical staff devoted to alignment and maintenance. This restricts the application of CARS microscopy to specialized research laboratories only.In this contribution an all-fiber, hence alignment-free, CARS laser source and its application to CARS microscopy is presented. Key components in our setup are a passively mode-locked fiber oscillator delivering nearly transform-limited 50ps pulses at an optimized repetition rate of 2MHz, a fiber integrated amplification system and a fiber optical parametric frequency conversion stage using degenerate four-wave-mixing (FWM) in an endlessly single-mode fiber [2]. In addition we present a seeded FWM CARS source with an extremely high spectral resolution. The cw seed enhances the resolution more than one order of magnitude and allows for distinguishing between CH2 and CH3 resonances. Due to the long pulse durations of the generated signal and pump pulses the temporal walk-off is negligible which makes them ideal for fiber delivery, e.g. to the microscope, without complex delay lines. This enhances the simplicity greatly and makes this source particularly easy to use. 2. Experiment and results The mode-locked 50ps all-fiber oscillator was optimized to run at 2 MHz to avoid photo damage and provide enough peak power for the CARS process (fig.1a). An Yb-doped single-clad fiber amplifier boosts the average power up to 0.5W. The active fiber is spliced to the conversion fiber with a transmission of 74%. A conversion to 798nm, corresponding to a frequency separation of 2845cm-1 was realized. All components are fusion spliced and polarization maintaining to obtain alignment-free and robust operation.Ultrahigh spectral resolution of 1cm-1 was realized by a seeded FWM scheme (Fig. 1b). A laser scanning microscope was used to scan at Raman shifts of 2850cm-1 and 2930cm-1 mapping lipid and protein in a human aorta sample with artheriosclerotic plaque deposition (Fig. 1c). In conclusion, a novel approach for an all-fiber mono-laser source for CARS microscopy is presented. The frequency conversion is optimized to access a frequency shift of around 2850cm-1. Cw-seeding enhances the resolution greatly. Inherently synchronized pump and Stokes pulses are available at one fiber end, readily overlapped in space and time. The source is applied to CARS spectroscopy and microscopy experiments in the CH-stretching band. Due to its simplicity and maintenance-free operation, the laser scheme holds great potential for bio-medical applications outside laser laboratories.","","978-1-4799-0594-2","10.1109/CLEOE-IQEC.2013.6801343","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6801343","","Optical fiber amplifiers;Optical fiber polarization;Microscopy;Frequency conversion;Laser applications;Fiber lasers;Chemical lasers","blood vessels;coherent antiStokes Raman scattering;integrated optics;laser applications in medicine;laser beams;laser mode locking;laser modes;medical disorders;multiwave mixing;optical fibre amplifiers;optical fibre polarisation;optical frequency conversion;optical microscopy;optical pumping;proteins;ytterbium","all-fiber laser source;CARS-microscopy;brain-cancer surgery;label-free chemical imaging;living tissue;real-world applications;CARS laser sources;Ti:Sapphire laser;bulk crystals;alignment-free laser source;passively mode-locked fiber oscillator;transform-limited pulses;fiber integrated amplification system;fiber optical parametric frequency conversion stage;degenerate four-wave-mixing;endless single-mode fiber;seeded FWM CARS source;cw seeding;CH2 resonances;CH3 resonances;long pulse durations;temporal walk-off;fiber delivery;mode-locked all-fiber oscillator;photo damage;peak power;Yb-doped single-clad fiber amplifier;active fiber;conversion fiber;frequency separation;fusion spliced fiber;polarization fiber;ultrahigh spectral resolution;laser scanning microscope;Raman shifts;lipid mapping;protein mapping;human aorta sample;artheriosclerotic plaque deposition;all-fiber monolaser source;frequency shift;synchronized pump pulses;Stokes pulses;CARS spectroscopy;CH-stretching band;maintenance-free operation;biomedical applications;laser laboratories;time 50 ps;frequency 2 MHz;power 0.5 W;wavelength 798 nm","","","","2","IEEE","21 Apr 2014","","","IEEE","IEEE Conferences"
"Remote sessions and frequency analysis for improved insight into cerebral function during pediatric and neonatal intensive care","N. Lofgren; K. Lindecrantz; M. Thordstein; A. Hedstrom; B. G. Wallin; S. Andreasson; A. Flisberg; I. Kjellmer","Department of Signals and Systems, Medical Electronics Group, Chalmers University of Technology, Gothenburg, Sweden; School of Engineering, University College of Boras, Boras, Sweden; Institute of Clinical Neuroscience, Sahlgrenska University Hospital, Gothenburg, Sweden; Institute of Clinical Neuroscience, Sahlgrenska University Hospital, Gothenburg, Sweden; Institute of Clinical Neuroscience, Sahlgrenska University Hospital, Gothenburg, Sweden; Institute of Pediatrics, The Queen Silvia Childrens Hospital, Gothenburg, Sweden; Institute of Pediatrics, The Queen Silvia Childrens Hospital, Gothenburg, Sweden; Institute of Pediatrics, The Queen Silvia Childrens Hospital, Gothenburg, Sweden","IEEE Transactions on Information Technology in Biomedicine","6 Feb 2004","2003","7","4","283","290","A project involving recording and analysing EEG together with cardiovascular signals and temperature has been initiated. The aim of this project is to establish difficulties and possibilities involved with implementing a system for remote sessions and analysing EEG in correlation with other physiological signals. One objective is to find indicators of cerebral function during postasphyxia neonatal intensive care and pediatric cardiopulmonary bypass surgery with hypothermia. Remote sessions for joint interpretation have been carried out between pediatricians and clinical neurophysiologists, and EEG has been analyzed using frequency analyzing tools. One result is the discovery of reversible spectral changes coinciding with blood pressure falls, which may indicate loss of autoregulation function. This finding is one outcome from initial use of a system, developed during the project to facilitate communication about, and analysis of the recorded signals. Thus, already from a limited number of remote sessions and the use of basic signal processing techniques, important results have been achieved and better insight has been gained of how cerebral function is affected by cardiopulmonary bypass surgery. In this paper, we present our experiences from introducing a system for remote consultations, and evaluate the use for such a system in the current applications.","1558-0032","","10.1109/TITB.2003.821330","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1263901","","Frequency;Pediatrics;Electroencephalography;Cardiology;Surgery;Signal analysis;Rats;Hospitals;Temperature;Blood pressure","electroencephalography;telemedicine;computerised monitoring;medical signal processing;cardiovascular system;surgery;hyperthermia;patient diagnosis","remote sessions;EEG;physiological signals;postasphyxia neonatal intensive care;pediatric cardiopulmonary bypass surgery;hypothermia;neurophysiologists;autoregulation function;recorded signals;signal processing techniques;cardiopulmonary bypass surgery;remote consultations;electroencephalogram;cardiovascular signals;cerebral function;neonatal intensive care;pediatric intensive care","Algorithms;Brain;Brain;Brain Ischemia;Brain Ischemia;Brain Ischemia;Cardiopulmonary Bypass;Diagnosis, Computer-Assisted;Electroencephalography;Humans;Infant, Newborn;Intensive Care, Neonatal;Pilot Projects;Remote Consultation;Reproducibility of Results;Sensitivity and Specificity;Signal Processing, Computer-Assisted;User-Computer Interface","5","","31","IEEE","6 Feb 2004","","","IEEE","IEEE Journals"
"Epileptic Seizure Prediction: A Review","K. P. Kamini; R. Arthi","Department of ECE, SRM University, Chennai, India; Department of ECE, SRM University, Chennai, India","2021 10th International Conference on System Modeling & Advancement in Research Trends (SMART)","18 Jan 2022","2021","","","733","738","Epilepsy is one of the most familiar form of neurological diseases in the globe. Epilepsy is a central nervous system ie neuro logical disorder in which brain activity shows some unusual behavior triggering seizures , sensations and occasionally consciousness loss. Seizures in epilepsy are caused by some disorders in the brain electrical activity. The epilepsy seizure (ES) can be correlated to a brain damage or a family tendency, then most of the time period the reason is unpredictable. Many treatments and therapies are also available to support the epileptic patients to become as seizure-free, with the help of medication, anti-seizure devices and surgery. There are several modalities available to find out epileptic seizure such as EEG, MRI, CT, PET and also SPECT. Initial prediction and notice of seizures can deliver appropriate treatment and aid for patients and also improves the excellence of life. In this paper, a complete analysis of ES prediction by using different methods of machine learning techniques will be reviewed.","2767-7362","978-1-6654-3970-1","10.1109/SMART52563.2021.9676229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9676229","Epilepsy;ES Prediction;Different Seizure (Partial;Generalized Clonic-Tonic);Machine Learning","Neurological diseases;Measurement;Brain;Epilepsy;Surgery;Feature extraction;Prediction algorithms","biomedical MRI;brain;diseases;electroencephalography;learning (artificial intelligence);medical disorders;medical image processing;medical signal processing;neurophysiology;patient treatment;seizure;surgery","epileptic seizure prediction;familiar form;neurological diseases;central nervous system;neuro logical disorder;brain activity;unusual behavior;consciousness loss;disorders;brain electrical activity;epilepsy seizure;brain damage;epileptic patients;seizure-free;anti-seizure devices;surgery;notice","","","","26","IEEE","18 Jan 2022","","","IEEE","IEEE Conferences"
"Application of a null-beamformer to source localisation in MEG data of deep brain stimulation","H. R. Mohseni; M. L. Kringelbach; P. P. Smith; A. L. Green; C. E. Parsons; K. S. Young; J. -S. Brittain; J. A. Hyam; P. M. Schweder; J. F. Stein; T. Z. Aziz","Institute of Biomedical Engineering, School of Engineering Science, University of Oxford, Oxford, UK; Department of Psychiatry Warneford Hospital, University of Oxford, UK; Institute of Biomedical Engineering, School of Engineering Science, University of Oxford, Oxford, UK; Nuffield Department of Surgery John Radcliffe Hospital, Oxford Functional Neurosurgery, Oxford, UK; Institute of Biomedical Engineering, School of Engineering Science, University of Oxford, Oxford, UK; Institute of Biomedical Engineering, School of Engineering Science, University of Oxford, Oxford, UK; Institute of Biomedical Engineering, School of Engineering Science, University of Oxford, Oxford, UK; Nuffield Department of Surgery John Radcliffe Hospital, Oxford Functional Neurosurgery, Oxford, UK; Nuffield Department of Surgery John Radcliffe Hospital, Oxford Functional Neurosurgery, Oxford, UK; Department of Physiology, Anatomy and Genetics, University of Oxford, Oxford, UK; Department of Physiology, Anatomy and Genetics, University of Oxford, Oxford, UK","2010 Annual International Conference of the IEEE Engineering in Medicine and Biology","11 Nov 2010","2010","","","4120","4123","In this paper, we present an analysis of magnetoencephalography (MEG) signals from a patient with whole-body chronic pain in order to investigate changes in neural activity induced by DBS. The patient is one of the few cases treated using DBS of the anterior cingulate cortex (ACC). Using MEG to reconstruct the neural activity of interest is challenging because of interference to the signal from the DBS device. We demonstrate that a null-beamformer can be used to localise neural activity despite artefacts caused by the presence of DBS electrodes and stimulus pulses. We subsequently verified the accuracy of our source localisation by correlating the predicted DBS electrode positions with their actual positions, previously identified using anatomical imaging. We also demonstrated increased activity in pain-related regions including the pre-supplementary motor area, brainstem periaqueductal gray and medial prefrontal areas when the patient was in pain compared to when the patient experienced pain relief.","1558-4615","978-1-4244-4123-5","10.1109/IEMBS.2010.5627325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5627325","","Electrodes;Satellite broadcasting;Pain;Magnetic resonance imaging;Array signal processing;Image reconstruction;Noise","bioelectric phenomena;biomedical electrodes;magnetoencephalography;medical signal processing;neurophysiology;signal reconstruction","null-beamformer;source localisation;MEG;magnetoencephalography;deep brain stimulation;whole-body chronic pain;neural activity;anterior cingulate cortex;signal reconstruction;electrodes;stimulus pulses;anatomical imaging;presupplementary motor area;brainstem periaqueductal gray;medial prefrontal areas","Deep Brain Stimulation;Electrodes;Humans;Magnetoencephalography;Male;Middle Aged","6","","12","IEEE","11 Nov 2010","","","IEEE","IEEE Conferences"
"Segmentation of tissues in MR images using Modified Spatial Fuzzy C Means algorithm","D. Selvathi; R. Dhivya","Department of ECE, Mepco Schlenk Engineering College, Sivakasi, India; ME Communication System, Mepco Schlenk Engineering College, Sivakasi, India","2013 International Conference on Signal Processing , Image Processing & Pattern Recognition","15 Apr 2013","2013","","","136","140","MRI brain images are widely used in medical applications for research, diagnosis, treatment, surgical planning and image guided surgeries. These MR brain images are often corrupted with Intensity Inhomogeneity artifact cause unwanted intensity variation due to non- uniformity in RF coils and Rician noise, the dominant noise in MRI due to thermal vibrations of electrons and ions and movement of objects during acquisition which may affect the performance of image processing techniques used for brain image analysis. Due to this type of artifact and noises, sometimes one type of normal tissue in MRI may be misclassified as other type of normal tissue and it leads to error during diagnosis. In this work, a method is proposed which automatically segments normal tissues such as White Matter, Gray Matter and Cerebrospinal Fluid from MR images with Rician noise and Intensity Inhomogeneity artifact. The proposed method consists of preprocessing using wrapping based curvelet transform to remove noise and Modified Spatial Fuzzy C Means segments normal tissues by considering spatial information because neighboring pixels are highly correlated and also construct initial membership matrix using initial cluster center by incorporating spatial neighborhood information to improve strength of clustering. This combination reduces Intensity Inhomogeneity artifact by providing higher segmentation accuracy. In this proposed work, the accuracy, sensitivity and specificity are improved with better segmentation over other previous methods.","","978-1-4673-4862-1","10.1109/ICSIPR.2013.6497989","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6497989","Wrapping based Curvelet;Spatial Fuzzy C Means;Segmentation and Magnetic Resonance Imaging","Image segmentation;Accuracy;Magnetic resonance imaging;Wrapping;PSNR;Nonhomogeneous media","biological tissues;biomedical MRI;curvelet transforms;fuzzy set theory;image segmentation;medical image processing;pattern clustering","tissue segmentation;modified spatial fuzzy c means algorithm;MRI brain images;intensity inhomogeneity artifact;RF coils;Rician noise;electron thermal vibrations;ion thermal vibrations;object movement;image processing techniques;white matter;gray matter;cerebrospinal fluid;wrapping based curvelet transform;neighboring pixels;initial membership matrix;initial cluster center;spatial neighborhood information;clustering","","4","","15","IEEE","15 Apr 2013","","","IEEE","IEEE Conferences"
"Deep Cerebellar Low-Intensity Focused Ultrasound Stimulation Restores Interhemispheric Balance after Ischemic Stroke in Mice","H. Baek; A. Sariev; S. Lee; S. -Y. Dong; S. Royer; H. Kim","Department of Biomedical Engineering, Washington University in St. Louis, St. Louis, USA; Division of Bio-Medical Science and Technology, KIST School, Korea University of Science and Technology, Seoul, South Korea; Center for Bionics, Biomedical Research Institute, Korea Institute of Science and Technology (KIST), Seoul, South Korea; Department of Information Technology Engineering, Sookmyung Women’s University, Seoul, South Korea; Division of Bio-Medical Science and Technology, KIST School, Korea University of Science and Technology, Seoul, South Korea; Center for Bionics, Biomedical Research Institute, Korea Institute of Science and Technology (KIST), Seoul, South Korea","IEEE Transactions on Neural Systems and Rehabilitation Engineering","7 Sep 2020","2020","28","9","2073","2079","Ischemic damage after stroke disrupts the complex balance of inhibitory and excitatory activity within cortical network causing brain functional asymmetry. Cerebellar deep nuclei with its extensive projections to cortical regions could be a prospective target for stimulation to restore inter-hemispheric balance and enhance neural plasticity after stroke. In our study, we repeatedly stimulated the lateral cerebellar nucleus (LCN) by low-intensity focused ultrasound (LIFU) for 3 days to enhance rehabilitation after middle cerebral artery occlusion (MCAO) in a mouse stroke model. The neural activity of the mice sensorimotor cortex was measured using epidural electrodes and analyzed with quantified electroencephalography (qEEG). Pairwise derived Brain Symmetry Index (pdBSI) and delta power were used to assess the neurorehabilitative effect of LIFU stimulation. Compared to the Stroke (non-treated) group, the LIFU group exhibited a decrease in cortical pathological delta activity, significant recovery in pdBSI and enhanced performance on the balance beam walking test. These results suggest that cerebellar LIFU stimulation could be a non-invasive method for stroke rehabilitation through the restoration of interhemispheric balance.","1558-0210","","10.1109/TNSRE.2020.3002207","National Research Council of Science and Technology (NST); Korea Government through the Ministry of Science and ICT (MSIT)(grant numbers:CAP-18-01-KIST); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9116827","Low-intensity focused ultrasound;stroke;rehabilitation;electroencephalography;Brain Symmetry Index","Electroencephalography;Mice;Stroke (medical condition);Ultrasonic imaging;Surgery;Arteries;Neural activity","blood vessels;diseases;electroencephalography;medical signal processing;neurophysiology;patient rehabilitation;somatosensory phenomena","cortical pathological delta activity;balance beam walking test;cerebellar LIFU stimulation;stroke rehabilitation;cerebellar nucleus;LIFU group;Stroke group;delta power;quantified electroencephalography;mice sensorimotor cortex;neural activity;mouse stroke model;deep cerebellar low-intensity;ultrasound stimulation;ischemic stroke;ischemic damage;complex balance;inhibitory activity;excitatory activity;cortical network;brain functional asymmetry;cerebellar deep nuclei;extensive projections;cortical regions;prospective target;inter-hemispheric balance;neural plasticity;low-intensity focused ultrasound;middle cerebral artery occlusion","Animals;Brain Ischemia;Humans;Ischemic Stroke;Mice;Prospective Studies;Recovery of Function;Stroke;Stroke Rehabilitation","16","","62","IEEE","15 Jun 2020","","","IEEE","IEEE Journals"
"A Novel MKL Method for GBM Prognosis Prediction by Integrating Histopathological Image and Multi-Omics Data","Y. Zhang; A. Li; J. He; M. Wang","School of Information Science and Technology, University of Science and Technology of China, Hefei, China; School of Information Science and Technology, Center for Biomedical Engineering, University of Science and Technology of China, Hefei, China; Department of Pathology, Anhui Provincial Cancer Hospital, Hefei, China; Research Center for Biomedical Engineering, University of Science and Technology of China, Hefei, China","IEEE Journal of Biomedical and Health Informatics","3 Jan 2020","2020","24","1","171","179","Glioblastoma multiforme (GBM) is one of the most malignant brain tumors with very short prognosis expectation. To improve patients' clinical treatment and their life quality after surgery, researches have developed tremendous in silico models and tools for predicting GBM prognosis based on molecular datasets and have earned great success. However, pathology still plays the most critical role in cancer diagnosis and prognosis in the clinic at present. Recent advancement of storing and processing histopathological images has drawn attention of researchers. Models based on histopathological images are developed, which show great potential for computer-aided pathological diagnoses. But models based on both molecular and histopathological images that could predict GBM prognosis with high accuracy are not present yet. In our previous research, we used the simple MKL method to integrate multi-omics data to improve GBM prognosis prediction successfully. In this paper, we have developed a novel multiple kernel learning (MKL) method, named histopathological integrating multiple kernel learning (HI-MKL), that could integrate both histopathological images and multi-omics data efficiently. By using datasets from The Cancer Genome Atlas project, we have built a system that could predict the GBM prognosis with high accuracy. Our research shows that HI-MKL is an accurate, robust, and generalized MKL method, which performs well in a GBM prognosis task.","2168-2208","","10.1109/JBHI.2019.2898471","National Natural Science Foundation of China(grant numbers:61571414,61871361,61471331,81872055); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8638511","Gliomas;glioblastoma multiforme;GBM;multiple kernel learning;MKL;prognosis prediction;prognosis classification","Prognostics and health management;Feature extraction;Cancer;Shape measurement;Size measurement;Area measurement;Kernel","brain;cancer;genomics;learning (artificial intelligence);medical computing;medical image processing;patient diagnosis;surgery;tumours","novel MKL method;GBM prognosis prediction;multiomics data;malignant brain tumors;short prognosis expectation;patients;silico models;molecular datasets;cancer diagnosis;computer-aided pathological diagnoses;simple MKL method;novel multiple kernel learning method;named histopathological integrating multiple kernel learning;HI-MKL;GBM prognosis task;histopathological images processing","Algorithms;Brain;Brain Neoplasms;Diagnosis, Computer-Assisted;Genomics;Glioblastoma;Humans;Prognosis","16","","38","IEEE","10 Feb 2019","","","IEEE","IEEE Journals"
